"","dst","lambda","tr","ol"
"473",3,1060,0.823686979829176,60.3302001953125
"474",4,1060,1.88344831697884,60.3302001953125
"475",5,1060,3.51562119791198,60.3302001953125
"476",6,1060,0.0658404844421964,60.3302001953125
"477",7,1060,0.0218913030409404,60.3302001953125
"478",8,1060,0.688653905166639,60.3302001953125
"479",9,1060,0.79290971001833,60.3302001953125
"480",10,1060,3.59142670115478,60.3302001953125
"481",1,1060,3.81525497507167,60.3302001953125
"482",2,1060,0.0625611144003282,60.3302001953125
"483",3,1060,0.835473419513076,60.3302001953125
"484",4,1060,1.86777326021462,60.3302001953125
"485",5,1060,3.51587562857267,60.3302001953125
"486",6,1060,0.0553175037439683,60.3302001953125
"487",7,1060,0.0208654032198753,60.3302001953125
"488",8,1060,0.692217877134832,60.3302001953125
"489",9,1060,0.795228058070124,60.3302001953125
"490",10,1060,3.56031716232296,60.3302001953125
"491",1,1060,3.7974801524905,60.3302001953125
"492",2,1060,0.0590613826669467,60.3302001953125
"493",3,1060,0.846205196928612,60.3302001953125
"494",4,1060,1.87100597867015,60.3302001953125
"495",5,1060,3.51086514678881,60.3302001953125
"496",6,1060,0.0631695538853978,60.3302001953125
"497",7,1060,0.0203084140659049,60.3302001953125
"498",8,1060,0.66808568593771,60.3302001953125
"499",9,1060,0.782559314908253,60.3302001953125
"500",10,1060,3.59280960771725,60.3302001953125
"501",1,1060,3.772969793662,60.3302001953125
"502",2,1060,0.0590135811152301,60.3302001953125
"503",3,1060,0.829050406015303,60.3302001953125
"504",4,1060,1.90251469445248,60.3302001953125
"505",5,1060,3.52955231378617,60.3302001953125
"506",6,1060,0.0641451305215784,60.3302001953125
"507",7,1060,0.0237575122629716,60.3302001953125
"508",8,1060,0.681895381199052,60.3302001953125
"509",9,1060,0.778159107829003,60.3302001953125
"510",10,1060,3.59261508360433,60.3302001953125
"511",1,1060,3.77693786872823,60.3302001953125
"512",2,1060,0.0587094585697601,60.3302001953125
"513",3,1060,0.821997269825833,60.3302001953125
"514",4,1060,1.87655856019883,60.3302001953125
"515",5,1060,3.49545112195039,60.3302001953125
"516",6,1060,0.0681531224909637,60.3302001953125
"517",7,1060,0.0227714523393251,60.3302001953125
"518",8,1060,0.69076330030328,60.3302001953125
"519",9,1060,0.781112873137397,60.3302001953125
"520",10,1060,3.58302944456236,60.3302001953125
"521",1,1060,3.73550308562151,60.3302001953125
"522",2,1060,0.0604985918004572,60.3302001953125
"523",3,1060,0.832134237480412,60.3302001953125
"524",4,1060,1.90479698028053,60.3302001953125
"525",5,1060,3.53634474265646,60.3302001953125
"526",6,1060,0.0592046457115895,60.3302001953125
"527",7,1060,0.0196350215466379,60.3302001953125
"528",8,1060,0.711733672889813,60.3302001953125
"529",9,1060,0.745798939911005,60.3302001953125
"530",10,1060,3.57837255921429,60.3302001953125
"531",1,1060,3.78516985083235,60.3302001953125
"532",2,1060,0.0644460149727733,60.3302001953125
"533",3,1060,0.826885615516092,60.3302001953125
"534",4,1060,1.90651988969342,60.3302001953125
"535",5,1060,3.49664670093851,60.3302001953125
"536",6,1060,0.0630811160636496,60.3302001953125
"537",7,1060,0.0197738680417384,60.3302001953125
